pow,pos,poa,algorand,ouroboros,avalanche,fnp2,con_two,con_many,majority
0.02,0.0,0.0,0.0,0.0,0.0,0.36,0.16,0.1,0.44
0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.18,0.06,0.44
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.22,0.06,0.36
0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.18,0.12,0.46
0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.08,0.08,0.46
0.0,0.02,0.0,0.0,0.0,0.0,0.3,0.24,0.06,0.56
0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.18,0.06,0.42
0.0,0.02,0.0,0.0,0.0,0.0,0.36,0.26,0.1,0.44
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.28,0.1,0.42
0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.28,0.18,0.46
0.16,0.0,0.0,0.0,0.0,0.0,0.38,0.24,0.12,0.36
0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.14,0.02,0.42
0.0,0.02,0.0,0.0,0.0,0.0,0.32,0.2,0.12,0.34
0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.18,0.04,0.32
0.0,0.04,0.0,0.0,0.0,0.0,0.32,0.16,0.08,0.48
0.0,0.14,0.0,0.0,0.0,0.0,0.34,0.22,0.1,0.52
0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.26,0.06,0.46
0.0,0.02,0.0,0.0,0.0,0.0,0.36,0.12,0.22,0.58
0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.16,0.16,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.24,0.1,0.42
0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.16,0.16,0.56
0.06,0.02,0.0,0.0,0.0,0.0,0.34,0.3,0.1,0.46
0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.2,0.18,0.46
0.0,0.02,0.0,0.0,0.0,0.0,0.32,0.2,0.16,0.58
