pow,pos,poa,algorand,ouroboros,avalanche,fnp2,con_two,con_many,majority
0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7,0.8,0.56
0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.64,0.78,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.64,0.88,0.46
0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.54,0.72,0.64
0.04,0.06,0.0,0.0,0.0,0.0,0.4,0.62,0.76,0.38
0.02,0.04,0.0,0.0,0.0,0.0,0.58,0.6,0.84,0.56
0.02,0.0,0.0,0.0,0.0,0.0,0.44,0.68,0.84,0.46
0.0,0.04,0.0,0.0,0.0,0.0,0.52,0.68,0.82,0.44
0.06,0.04,0.0,0.0,0.0,0.0,0.54,0.66,0.78,0.44
0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.74,0.66,0.5
0.0,0.04,0.0,0.0,0.0,0.0,0.56,0.6,0.66,0.44
0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.68,0.78,0.44
0.04,0.08,0.0,0.0,0.0,0.0,0.5,0.68,0.74,0.46
0.16,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.76,0.46
0.0,0.04,0.0,0.0,0.0,0.0,0.44,0.62,0.66,0.46
0.0,0.02,0.0,0.0,0.0,0.0,0.44,0.72,0.74,0.58
0.0,0.08,0.0,0.0,0.0,0.0,0.5,0.58,0.9,0.52
0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.72,0.74,0.4
0.0,0.02,0.0,0.0,0.0,0.0,0.52,0.76,0.7,0.48
0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.62,0.8,0.46
0.02,0.0,0.0,0.0,0.0,0.0,0.48,0.68,0.8,0.52
0.04,0.04,0.0,0.0,0.0,0.0,0.54,0.68,0.72,0.58
0.26,0.04,0.0,0.0,0.0,0.0,0.48,0.62,0.74,0.54
0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.58,0.74,0.6
0.08,0.0,0.0,0.0,0.0,0.0,0.52,0.72,0.7,0.34
0.02,0.0,0.0,0.0,0.0,0.0,0.5,0.68,0.68,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.68,0.66,0.54
0.0,0.04,0.0,0.0,0.0,0.0,0.54,0.72,0.62,0.52
0.0,0.08,0.0,0.0,0.0,0.0,0.58,0.6,0.7,0.64
0.0,0.04,0.0,0.0,0.0,0.0,0.56,0.72,0.74,0.52
