pow,pos,poa,algorand,ouroboros,avalanche,fnp2,con_two,con_many,majority
0.04,0.0,0.0,0.0,0.0,0.0,0.5,0.9,1.0,0.42
0.3,0.1,0.0,0.0,0.0,0.0,0.46,0.94,1.0,0.4
0.16,0.0,0.0,0.0,0.0,0.0,0.54,0.96,0.98,0.5
0.0,0.14,0.0,0.0,0.0,0.0,0.4,0.98,0.98,0.56
0.9,0.0,0.0,0.0,0.0,0.0,0.42,0.96,0.98,0.54
0.1,0.04,0.0,0.0,0.0,0.0,0.62,0.94,0.96,0.48
0.06,0.0,0.0,0.0,0.0,0.0,0.46,0.92,1.0,0.48
0.06,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.98,0.72
0.06,0.0,0.0,0.0,0.0,0.0,0.5,0.92,1.0,0.32
0.04,0.08,0.0,0.0,0.0,0.0,0.48,0.94,0.98,0.56
0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.96,1.0,0.56
0.12,0.1,0.0,0.0,0.0,0.0,0.5,0.96,0.98,0.46
0.24,0.0,0.0,0.0,0.0,0.0,0.56,0.96,1.0,0.58
0.0,0.02,0.0,0.0,0.0,0.0,0.48,0.9,0.98,0.48
0.04,0.34,0.0,0.0,0.0,0.0,0.6,0.88,1.0,0.52
0.16,0.3,0.0,0.0,0.0,0.0,0.52,0.96,1.0,0.42
0.0,0.04,0.0,0.0,0.0,0.0,0.52,0.96,0.98,0.52
0.02,0.0,0.0,0.0,0.0,0.0,0.5,0.98,0.98,0.48
0.04,0.04,0.0,0.0,0.0,0.0,0.4,0.94,1.0,0.5
0.08,0.0,0.0,0.0,0.0,0.0,0.52,0.92,1.0,0.58
0.5,0.14,0.0,0.0,0.0,0.0,0.46,0.94,0.98,0.6
0.1,0.0,0.0,0.0,0.0,0.0,0.48,0.96,0.98,0.48
0.0,0.06,0.0,0.0,0.0,0.0,0.5,0.92,1.0,0.54
0.06,0.5,0.08,0.0,0.0,0.0,0.44,0.94,1.0,0.54
0.02,0.06,0.0,0.0,0.0,0.0,0.56,0.96,1.0,0.48
0.08,0.06,0.0,0.0,0.0,0.0,0.4,0.94,1.0,0.6
0.18,0.36,0.02,0.0,0.0,0.0,0.38,0.96,1.0,0.38
0.02,0.0,0.0,0.0,0.0,0.0,0.4,0.98,1.0,0.46
0.04,0.56,0.0,0.0,0.0,0.0,0.5,0.98,0.98,0.48
0.06,0.16,0.0,0.0,0.0,0.0,0.52,0.92,0.98,0.46
0.02,0.14,0.0,0.0,0.0,0.0,0.56,0.96,1.0,0.36
0.4,0.02,0.0,0.0,0.0,0.0,0.5,0.94,0.94,0.46
0.0,0.08,0.0,0.0,0.0,0.0,0.34,0.96,0.94,0.56
0.0,0.6,0.02,0.0,0.02,0.0,0.56,0.94,1.0,0.4
0.32,0.14,0.0,0.0,0.0,0.0,0.46,0.92,1.0,0.48
0.02,0.02,0.0,0.0,0.0,0.0,0.4,0.98,0.98,0.58
0.02,0.02,0.0,0.0,0.0,0.0,0.5,0.92,1.0,0.56
0.02,0.14,0.0,0.0,0.0,0.0,0.66,0.94,0.98,0.56
0.0,0.04,0.0,0.0,0.0,0.0,0.52,0.98,1.0,0.52
0.62,0.58,0.02,0.02,0.02,0.0,0.4,0.94,1.0,0.42
0.02,0.02,0.0,0.0,0.0,0.0,0.46,0.96,1.0,0.54
0.0,0.02,0.0,0.0,0.0,0.0,0.56,0.9,0.98,0.42
0.14,0.02,0.0,0.0,0.0,0.0,0.56,0.94,1.0,0.52
0.02,0.12,0.0,0.0,0.0,0.0,0.5,0.94,1.0,0.52
0.76,0.06,0.0,0.0,0.0,0.0,0.64,0.92,1.0,0.54
0.42,0.6,0.04,0.0,0.02,0.0,0.56,0.9,0.98,0.52
0.02,0.02,0.0,0.0,0.0,0.0,0.54,0.9,1.0,0.52
0.0,0.18,0.0,0.0,0.0,0.0,0.5,0.96,0.92,0.46
0.02,0.46,0.02,0.0,0.0,0.0,0.4,0.96,1.0,0.58
0.02,0.04,0.0,0.0,0.0,0.0,0.52,0.94,0.98,0.46
0.02,0.42,0.0,0.0,0.0,0.0,0.46,0.92,1.0,0.52
0.0,0.26,0.0,0.0,0.0,0.0,0.54,0.9,0.98,0.4
0.12,0.24,0.0,0.0,0.0,0.0,0.56,0.94,1.0,0.56
0.0,0.04,0.0,0.0,0.0,0.0,0.46,0.92,0.98,0.48
0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.98,0.96,0.54
0.96,0.02,0.0,0.0,0.0,0.0,0.5,0.94,1.0,0.52
0.0,0.64,0.06,0.02,0.06,0.0,0.46,0.96,0.96,0.54
0.06,0.06,0.0,0.0,0.0,0.0,0.54,1.0,0.96,0.46
0.08,0.24,0.0,0.0,0.0,0.0,0.44,0.88,1.0,0.58
0.06,0.22,0.0,0.0,0.0,0.0,0.54,0.96,0.98,0.48
0.24,0.02,0.0,0.0,0.0,0.0,0.4,0.98,1.0,0.44
0.22,0.2,0.0,0.0,0.0,0.0,0.56,0.98,0.98,0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.98,1.0,0.48
0.02,0.02,0.0,0.0,0.0,0.0,0.5,0.94,0.98,0.46
0.16,0.0,0.0,0.0,0.0,0.0,0.6,0.96,1.0,0.46
0.02,0.0,0.0,0.0,0.0,0.0,0.46,0.92,0.98,0.62
0.72,0.18,0.0,0.0,0.0,0.0,0.42,0.9,1.0,0.52
0.02,0.12,0.0,0.0,0.0,0.0,0.52,0.96,1.0,0.62
0.12,0.12,0.0,0.0,0.0,0.0,0.64,0.96,0.98,0.52
0.0,0.02,0.0,0.0,0.0,0.0,0.46,0.94,1.0,0.36
0.02,0.18,0.0,0.0,0.0,0.0,0.5,0.98,1.0,0.58
0.0,0.14,0.0,0.0,0.0,0.0,0.62,0.96,0.98,0.64
0.14,0.34,0.02,0.0,0.0,0.0,0.4,0.96,1.0,0.54
0.06,0.02,0.0,0.0,0.0,0.0,0.5,0.96,1.0,0.56
0.0,0.38,0.02,0.0,0.0,0.0,0.48,0.94,1.0,0.5
0.14,0.02,0.0,0.0,0.0,0.0,0.38,0.94,1.0,0.46
0.02,0.52,0.04,0.0,0.0,0.0,0.54,0.94,1.0,0.52
0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.88,1.0,0.56
0.5,0.12,0.0,0.0,0.0,0.0,0.44,1.0,1.0,0.52
0.04,0.04,0.0,0.0,0.0,0.0,0.48,0.94,1.0,0.42
0.04,0.0,0.0,0.0,0.0,0.0,0.58,0.9,0.98,0.48
0.04,0.14,0.0,0.0,0.0,0.0,0.54,0.86,1.0,0.5
0.88,0.04,0.0,0.0,0.0,0.0,0.46,0.92,1.0,0.4
0.04,0.98,0.88,0.94,0.9,0.22,0.44,0.98,1.0,0.36
0.38,0.04,0.0,0.0,0.0,0.0,0.5,0.94,0.98,0.54
0.06,0.08,0.0,0.0,0.0,0.0,0.54,0.96,1.0,0.42
0.0,0.12,0.0,0.0,0.0,0.0,0.54,1.0,0.96,0.42
0.04,0.0,0.0,0.0,0.0,0.0,0.5,0.96,1.0,0.54
0.04,0.02,0.0,0.0,0.0,0.0,0.46,0.96,1.0,0.56
0.3,0.24,0.0,0.0,0.02,0.0,0.52,0.96,0.98,0.58
0.32,0.2,0.0,0.0,0.0,0.0,0.5,0.92,1.0,0.44
0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.94,0.98,0.42
0.08,0.06,0.0,0.0,0.0,0.0,0.6,0.92,0.98,0.34
0.06,0.0,0.0,0.0,0.0,0.0,0.48,0.94,0.98,0.48
0.04,0.0,0.0,0.0,0.0,0.0,0.52,0.94,0.98,0.5
0.02,0.14,0.0,0.0,0.0,0.0,0.44,0.9,0.96,0.56
0.0,0.04,0.0,0.0,0.0,0.0,0.54,0.9,1.0,0.46
0.08,0.94,0.78,0.68,0.76,0.0,0.26,0.9,0.98,0.44
0.04,0.02,0.0,0.0,0.0,0.0,0.38,0.88,1.0,0.48
0.02,0.0,0.0,0.0,0.0,0.0,0.58,0.94,1.0,0.5
0.0,0.12,0.0,0.0,0.0,0.0,0.54,0.92,1.0,0.48
0.52,0.1,0.0,0.0,0.0,0.0,0.56,1.0,0.98,0.5
